Title,Price,Availability,Category,Tags,Description
Treecko,£96.00,93 in stock," Pokemon, Wood Gecko"," Overgrow, treecko, Wood Gecko","Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground."
Grovyle,£190.00,195 in stock," Pokemon, Wood Gecko"," grovyle, Overgrow, Wood Gecko","This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be."
Sceptile,£37.00,159 in stock," Forest, Pokemon"," Forest, Overgrow, sceptile",Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.
Torchic,£28.00,290 in stock," Chick, Pokemon"," Blaze, Chick, torchic",Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.
Combusken,£68.00,257 in stock," Pokemon, Young Fowl"," Blaze, combusken, Young Fowl",Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.
Blaziken,£40.00,139 in stock," Blaze, Pokemon"," Blaze, blaziken",Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.
Mudkip,£140.00,193 in stock," Mud Fish, Pokemon"," Mud Fish, mudkip, Torrent","In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself."
Marshtomp,£152.00,258 in stock," Mud Fish, Pokemon"," marshtomp, Mud Fish, Torrent","Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs."
Swampert,£144.00,113 in stock," Mud Fish, Pokemon"," Mud Fish, swampert, Torrent","Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself."
Poochyena,£130.00,265 in stock," Bite, Pokemon"," Bite, poochyena, Run Away",Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.
Mightyena,£175.00,173 in stock," Bite, Pokemon"," Bite, Intimidate, mightyena",Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.
Zigzagoon,£83.00,281 in stock," Pokemon, Tiny Raccoon"," Pickup, Tiny Raccoon, zigzagoon",The hair on Zigzagoon’s back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle.
Linoone,£81.00,24 in stock," Pokemon, Rushing"," linoone, Pickup, Rushing","When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokémon is capable of topping 60 mph, it has to come to a screeching halt before it can turn."
Wurmple,£195.00,34 in stock," Pokemon, Worm"," Shield Dust, Worm, wurmple",Wurmple is targeted by Swellow as prey. This Pokémon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.
Silcoon,£80.00,86 in stock," Cocoon, Pokemon"," Cocoon, Shed Skin, silcoon","Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk."
Beautifly,£145.00,42 in stock," Butterfly, Pokemon"," beautifly, Butterfly, Swarm","Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen."
Cascoon,£166.00,122 in stock," Cocoon, Pokemon"," cascoon, Cocoon, Shed Skin","If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured."
Dustox,£91.00,23 in stock," Poison Moth, Pokemon"," dustox, Poison Moth, Shield Dust","When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar."
Lotad,£161.00,187 in stock," Pokemon, Water Weed"," lotad, Swift Swim, Water Weed","Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water."
Lombre,£79.00,203 in stock," Jolly, Pokemon"," Jolly, lombre, Swift Swim","Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child."
Ludicolo,£189.00,181 in stock," Carefree, Pokemon"," Carefree, ludicolo, Swift Swim","Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power."
Seedot,£26.00,28 in stock," Acorn, Pokemon"," Acorn, Chlorophyll, seedot",Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.
Nuzleaf,£26.00,216 in stock," Pokemon, Wily"," Chlorophyll, nuzleaf, Wily",This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.
Shiftry,£157.00,232 in stock," Pokemon, Wicked"," Chlorophyll, shiftry, Wicked",Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.
Taillow,£85.00,204 in stock," Pokemon, Tiny Swallow"," Guts, taillow, Tiny Swallow","Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests."
Swellow,£88.00,257 in stock," Pokemon, Swallow"," Guts, Swallow, swellow","Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings."
Wingull,£153.00,41 in stock," Pokemon, Seagull"," Keen Eye, Seagull, wingull",Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.
Pelipper,£158.00,296 in stock," Pokemon, Water Bird"," Keen Eye, pelipper, Water Bird","Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp."
Ralts,£151.00,35 in stock," Feeling, Pokemon"," Feeling, ralts, Synchronize","Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way."
Kirlia,£186.00,148 in stock," Emotion, Pokemon"," Emotion, kirlia, Synchronize","Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery."
Gardevoir,£34.00,178 in stock," Embrace, Pokemon"," Embrace, gardevoir, Synchronize",Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.
Surskit,£112.00,41 in stock," Pokemon, Pond Skater"," Pond Skater, surskit, Swift Swim","If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup."
Masquerain,£39.00,99 in stock," Eyeball, Pokemon"," Eyeball, Intimidate, masquerain","Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way."
Shroomish,£31.00,160 in stock," Mushroom, Pokemon"," Effect Spore, Mushroom, shroomish","If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt."
Breloom,£113.00,250 in stock," Mushroom, Pokemon"," breloom, Effect Spore, Mushroom",The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.
Slakoth,£69.00,300 in stock," Pokemon, Slacker"," Slacker, slakoth, Truant","Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion."
Vigoroth,£25.00,299 in stock," Pokemon, Wild Monkey"," vigoroth, Vital Spirit, Wild Monkey","Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down."
Slaking,£119.00,145 in stock," Lazy, Pokemon"," Lazy, slaking, Truant","Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground."
Nincada,£38.00,239 in stock," Pokemon, Trainee"," Compound Eyes, nincada, Trainee",Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.
Ninjask,£161.00,276 in stock," Ninja, Pokemon"," Ninja, ninjask, Speed Boost","If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test."
Shedinja,£128.00,152 in stock," Pokemon, Shed"," Shed, shedinja, Wonder Guard",Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.
Whismur,£137.00,216 in stock," Pokemon, Whisper"," Soundproof, whismur, Whisper","Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out."
Loudred,£145.00,95 in stock," Big Voice, Pokemon"," Big Voice, loudred, Soundproof","Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point."
Exploud,£161.00,89 in stock," Loud Noise, Pokemon"," exploud, Loud Noise, Soundproof",Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle.
Makuhita,£30.00,109 in stock," Guts, Pokemon"," Guts, makuhita","Makuhita has a tireless spirit—it will never give up hope. It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this Pokémon packs its body with energy."
Hariyama,£176.00,275 in stock," Arm Thrust, Pokemon"," Arm Thrust, Guts, hariyama","Hariyama’s thick body may appear fat, but it is actually a hunk of solid muscle. If this Pokémon bears down and tightens all its muscles, its body becomes as hard as a rock."
Azurill,£70.00,37 in stock," Pokemon, Polka Dot"," azurill, Polka Dot, Thick Fat","Azurill’s tail is large and bouncy. It is packed full of the nutrients this Pokémon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail."
Nosepass,£41.00,111 in stock," Compass, Pokemon"," Compass, nosepass, Sturdy","Nosepass had been said to be completely unmoving, with its magnetic nose pointed due north. However, close observation has revealed that the Pokémon actually moves by a little over 3/8 of an inch every year."
Skitty,£156.00,27 in stock," Kitten, Pokemon"," Cute Charm, Kitten, skitty","Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks."
Delcatty,£170.00,148 in stock," Pokemon, Prim"," Cute Charm, delcatty, Prim","Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else."
Sableye,£81.00,12 in stock," Darkness, Pokemon"," Darkness, Keen Eye, sableye",Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokémon’s body surface.
Mawile,£119.00,133 in stock," Deceiver, Pokemon"," Deceiver, Intimidate, mawile","Don’t be taken in by this Pokémon’s cute face—it’s very dangerous. Mawile fools the foe into letting down its guard, then chomps down with its massive jaws. The steel jaws are really horns that have been transformed."
Aron,£149.00,104 in stock," Iron Armor, Pokemon"," aron, Iron Armor, Rock Head","Aron has a body of steel. With one all-out charge, this Pokémon can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the Pokémon."
Lairon,£70.00,236 in stock," Iron Armor, Pokemon"," Iron Armor, lairon, Rock Head","Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the Pokémon often clashes with humans mining the iron ore."
Aggron,£140.00,61 in stock," Iron Armor, Pokemon"," aggron, Iron Armor, Rock Head","Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory."
Meditite,£97.00,11 in stock," Meditate, Pokemon"," Meditate, meditite, Pure Power",Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon’s training.
Medicham,£77.00,150 in stock," Meditate, Pokemon"," medicham, Meditate, Pure Power","Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating."
Electrike,£145.00,124 in stock," Lightning, Pokemon"," electrike, Lightning, Static","Electrike runs faster than the human eye can follow. The friction from running is converted into electricity, which is then stored in this Pokémon’s fur."
Manectric,£76.00,237 in stock," Discharge, Pokemon"," Discharge, manectric, Static",Manectric discharges strong electricity from its mane. The mane is used for collecting electricity in the atmosphere. This Pokémon creates thunderclouds above its head.
Plusle,£56.00,243 in stock," Cheering, Pokemon"," Cheering, Plus, plusle","When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokémon cries loudly."
Minun,£193.00,215 in stock," Cheering, Pokemon"," Cheering, minun, Minus","Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokémon gives off increasing amounts of sparks."
Volbeat,£123.00,79 in stock," Firefly, Pokemon"," Firefly, Swarm, volbeat","Volbeat’s tail glows like a lightbulb. With other Volbeat, it uses its tail to draw geometric shapes in the night sky. This Pokémon loves the sweet aroma given off by Illumise."
Illumise,£167.00,77 in stock," Firefly, Pokemon"," Firefly, illumise, Tinted Lens",Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokémon is said to earn greater respect from its peers by composing more complex designs in the sky.
Roselia,£90.00,114 in stock," Pokemon, Thorn"," Poison Point, roselia, Thorn","On extremely rare occasions, a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokémon’s head contain a vicious poison."
Gulpin,£136.00,35 in stock," Pokemon, Stomach"," gulpin, Liquid Ooze, Stomach",Most of Gulpin’s body is made up of its stomach—its heart and brain are very small in comparison. This Pokémon’s stomach contains special enzymes that dissolve anything.
Swalot,£130.00,133 in stock," Poison Bag, Pokemon"," Liquid Ooze, Poison Bag, swalot","Swalot has no teeth, so what it eats, it swallows whole, no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokémon’s mouth."
Carvanha,£25.00,80 in stock," Pokemon, Savage"," carvanha, Rough Skin, Savage","If anything invades Carvanha’s territory, it will swarm and tear at the intruder with its pointed fangs. On its own, however, this Pokémon turns suddenly timid."
Sharpedo,£129.00,160 in stock," Brutal, Pokemon"," Brutal, Rough Skin, sharpedo",Sharpedo can swim at speeds of up to 75 mph by jetting seawater out of its backside. This Pokémon’s drawback is its inability to swim long distances.
Wailmer,£90.00,115 in stock," Ball Whale, Pokemon"," Ball Whale, Oblivious, wailmer","Wailmer can store water inside its body to transform itself into a ball for bouncing around on the ground. By filling itself up with more water, this Pokémon can elevate the height of its bounces."
Wailord,£150.00,47 in stock," Float Whale, Pokemon"," Float Whale, Oblivious, wailord","When chasing prey, Wailord herds them by leaping out of the water and making a humongous splash. It is breathtaking to see this Pokémon leaping out of the sea with others in its pod."
Numel,£170.00,179 in stock," Numb, Pokemon"," Numb, numel, Oblivious","Numel stores magma of almost 2,200 degrees Fahrenheit within its body. If it gets wet, the magma cools and hardens. In that event, the Pokémon’s body grows heavy and its movements become sluggish."
Camerupt,£124.00,27 in stock," Eruption, Pokemon"," camerupt, Eruption, Magma Armor",The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.
Torkoal,£98.00,282 in stock," Coal, Pokemon"," Coal, torkoal, White Smoke","Torkoal generates energy by burning coal. It grows weaker as the fire dies down. When it is preparing for battle, this Pokémon burns more coal."
Spoink,£163.00,208 in stock," Bounce, Pokemon"," Bounce, Own Tempo, spoink",Spoink keeps a pearl on top of its head. The pearl functions to amplify this Pokémon’s psychokinetic powers. It is therefore on a constant search for a bigger pearl.
Grumpig,£182.00,60 in stock," Manipulate, Pokemon"," grumpig, Manipulate, Own Tempo","Grumpig uses the black pearls on its body to wield its fantastic powers. When it is doing so, it dances bizarrely. This Pokémon’s black pearls are valuable as works of art."
Spinda,£149.00,156 in stock," Pokemon, Spot Panda"," spinda, Spot Panda, Tangled Feet",No two Spinda are said to have identical spot patterns on their hides. This Pokémon moves in a curious manner as if it is stumbling in dizziness. Its lurching movements can cause the opponent to become confused.
Trapinch,£116.00,269 in stock," Ant Pit, Pokemon"," Ant Pit, Arena Trap, trapinch",Trapinch is a patient hunter. It digs an inescapable pit in a desert and waits for its prey to come tumbling down. This Pokémon can go a whole week without access to any water.
Vibrava,£200.00,218 in stock," Pokemon, Vibration"," Levitate, Vibration, vibrava","Vibrava’s wings have not yet completed the process of growing. Rather than flying long distances, they are more useful for generating ultrasonic waves by vibrating."
Flygon,£174.00,42 in stock," Mystic, Pokemon"," flygon, Levitate, Mystic","Flygon whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this Pokémon is said to be the desert spirit."
Cacnea,£105.00,31 in stock," Cactus, Pokemon"," cacnea, Cactus, Sand Veil","The more arid and harsh the environment, the more pretty and fragrant a flower Cacnea grows. This Pokémon battles by wildly swinging its thorny arms."
Cacturne,£31.00,204 in stock," Pokemon, Scarecrow"," cacturne, Sand Veil, Scarecrow","If a traveler is going through a desert in the thick of night, Cacturne will follow in a ragtag group. The Pokémon are biding their time, waiting for the traveler to tire and become incapable of moving."
Swablu,£121.00,169 in stock," Cotton Bird, Pokemon"," Cotton Bird, Natural Cure, swablu","Swablu loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this Pokémon finds a stream and showers itself."
Altaria,£104.00,136 in stock," Humming, Pokemon"," altaria, Humming, Natural Cure",Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This Pokémon catches updrafts with its buoyant wings and soars way up into the wild blue yonder.
Seviper,£107.00,300 in stock," Fang Snake, Pokemon"," Fang Snake, seviper, Shed Skin",Seviper’s swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This Pokémon will not give up its long-running blood feud with Zangoose.
Lunatone,£177.00,91 in stock," Meteorite, Pokemon"," Levitate, lunatone, Meteorite","Lunatone becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The Pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear."
Solrock,£57.00,91 in stock," Meteorite, Pokemon"," Levitate, Meteorite, solrock",Sunlight is the source of Solrock’s power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body.
Whiscash,£179.00,266 in stock," Pokemon, Whiskers"," Oblivious, whiscash, Whiskers","If Whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This Pokémon has the ability to predict real earthquakes."
Corphish,£178.00,62 in stock," Pokemon, Ruffian"," corphish, Ruffian, Shell Armor",Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokémon has no trouble living in filthy water.
Crawdaunt,£173.00,21 in stock," Pokemon, Rogue"," crawdaunt, Rogue, Shell Armor","Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokémon hides in its streambed burrow to avoid attack from its foes."
Baltoy,£167.00,159 in stock," Clay Doll, Pokemon"," baltoy, Clay Doll, Levitate","As soon as it spots others of its kind, Baltoy congregates with them and then begins crying noisily in unison. This Pokémon sleeps while cleverly balancing itself on its one foot."
Claydol,£197.00,128 in stock," Clay Doll, Pokemon"," Clay Doll, claydol, Levitate","Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This Pokémon shoots beams from both its hands."
Lileep,£87.00,268 in stock," Pokemon, Sea Lily"," lileep, Sea Lily, Suction Cups","Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokémon intently scans for prey with its two eyes."
Cradily,£154.00,183 in stock," Barnacle, Pokemon"," Barnacle, cradily, Suction Cups","Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This Pokémon secretes a strong digestive fluid from its tentacles."
Anorith,£64.00,222 in stock," Old Shrimp, Pokemon"," anorith, Battle Armor, Old Shrimp","Anorith is said to be a type of Pokémon predecessor, with eight wings at the sides of its body. This Pokémon swam in the primordial sea by undulating these eight wings."
Armaldo,£42.00,78 in stock," Plate, Pokemon"," armaldo, Battle Armor, Plate","Armaldo is a Pokémon species that became extinct in prehistoric times. This Pokémon is said to have walked on its hind legs, which would have been more convenient for life on land."
Feebas,£194.00,146 in stock," Fish, Pokemon"," feebas, Fish, Oblivious","While Feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this Pokémon is also slow and dimwitted, making it an easy catch."
Milotic,£152.00,79 in stock," Pokemon, Tender"," Marvel Scale, milotic, Tender","Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts."
Castform,£119.00,131 in stock," Pokemon, Weather"," castform, Forecast, Weather","Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds. This Pokémon’s feelings change with the weather."
Kecleon,£100.00,53 in stock," Color Swap, Pokemon"," Color Change, Color Swap, kecleon","Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target."
Shuppet,£174.00,138 in stock," Pokemon, Puppet"," Insomnia, Puppet, shuppet","Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people."
Banette,£104.00,233 in stock," Marionette, Pokemon"," banette, Insomnia, Marionette","A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth."
Duskull,£139.00,75 in stock," Pokemon, Requiem"," duskull, Levitate, Requiem",Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.
Dusclops,£39.00,82 in stock," Beckon, Pokemon"," Beckon, dusclops, Pressure","Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding."
Tropius,£196.00,66 in stock," Fruit, Pokemon"," Chlorophyll, fruit, tropius",Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.
Chimecho,£51.00,43 in stock," Pokemon, Wind Chime"," chimecho, Levitate, Wind Chime","In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them."
Absol,£134.00,59 in stock," Disaster, Pokemon"," absol, Disaster, Pressure","Absol has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This Pokémon very rarely ventures down from the mountains."
Wynaut,£168.00,155 in stock," Bright, Pokemon"," Bright, Shadow Tag, wynaut","Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks."
Snorunt,£82.00,80 in stock," Pokemon, Snow Hat"," Inner Focus, snorunt, Snow Hat",Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.
Glalie,£178.00,14 in stock," Face, Pokemon"," Face, glalie, Inner Focus","Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion."
Spheal,£193.00,170 in stock," Clap, Pokemon"," Clap, spheal, Thick Fat","Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea."
Sealeo,£160.00,171 in stock," Ball Roll, Pokemon"," Ball Roll, sealeo, Thick Fat","Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object’s aroma and texture to determine whether it likes the object or not."
Walrein,£27.00,226 in stock," Ice Break, Pokemon"," Ice Break, Thick Fat, walrein","Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly."
Clamperl,£48.00,139 in stock," Bivalve, Pokemon"," Bivalve, clamperl, Shell Armor","Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution."
Huntail,£52.00,54 in stock," Deep Sea, Pokemon"," Deep Sea, huntail, Swift Swim","Huntail’s tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake."
Gorebyss,£150.00,165 in stock," Pokemon, South Sea"," gorebyss, South Sea, Swift Swim","Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids."
Relicanth,£157.00,14 in stock," Longevity, Pokemon"," Longevity, relicanth, Rock Head",Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.
Luvdisc,£44.00,190 in stock," Pokemon, Rendezvous"," luvdisc, Rendezvous, Swift Swim",Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.
Bagon,£34.00,232 in stock," Pokemon, Rock Head"," bagon, Rock Head","Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles."
Shelgon,£56.00,76 in stock," Endurance, Pokemon"," Endurance, Rock Head, shelgon","Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern."
Salamence,£62.00,242 in stock," Dragon, Pokemon"," Dragon, Intimidate, salamence","By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth."
Beldum,£122.00,93 in stock," Iron Ball, Pokemon"," beldum, Clear Body, Iron Ball","Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear."
Metang,£78.00,227 in stock," Iron Claw, Pokemon"," Clear Body, Iron Claw, metang","When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed."
Metagross,£170.00,177 in stock," Iron Leg, Pokemon"," Clear Body, Iron Leg, metagross","Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach."
Regirock,£66.00,65 in stock," Pokemon, Rock Peak"," Clear Body, regirock, Rock Peak","Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations."
Regice,£165.00,107 in stock," Iceberg, Pokemon"," Clear Body, Iceberg, regice","Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma."
Registeel,£196.00,67 in stock," Iron, Pokemon"," Clear Body, Iron, registeel",Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.
Latias,£126.00,245 in stock," Eon, Pokemon"," Eon, latias, Levitate",Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.
Latios,£166.00,197 in stock," Eon, Pokemon"," Eon, latios, Levitate",Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.
